6.0,93.0
7.0,94.5
8.0,92.0
9.0,68.0
10.0,89.5
11.0,83.0
12.0,93.5
14.0,88.5
17.0,91.0
17.0,95.0
19.0,87.0
20.0,93.0
20.0,82.0
22.0,85.5
23.0,84.0
24.0,84.5
25.0,70.5
25.0,85.0
27.0,81.0
33.0,78.0
35.0,77.0
36.0,84.5
40.0,82.5
42.0,76.0
42.0,81.0
44.0,67.0
46.0,66.5
46.0,63.5
52.0,69.5
53.0,61.5
62.0,49.0
98.0,58.5
100.0,61.0
100.0,64.5
100.0,49.5
100.0,63.5
100.0,49.0
100.0,29.0
100.0,17.0
100.0,63.5
